Customer Name,Recency,Frequency,Monetary,Cluster
Nader-Borer Pharma Plc,732,230,5079190.0,1
Nader-Borer Pharmaceutical Limited,1,381,13453890.0,0
Nader-Gaylord Pharmaceutical Limited,732,205,3707047.0,1
Nader-Gaylord Pharmaceutical Ltd,732,229,6200373.0,1
Nader-Gaylord Pharmacy,1,372,17267414.0,0
"Nitzsche, Effertz and Maggio ",1,417,25339434.0,0
"Nitzsche, Effertz and Maggio Pharmaceutical Limited",1,418,23174533.0,0
"Nitzsche, Effertz and Maggio Pharmacy",732,224,5223760.0,1
"Nolan, DuBuque and Schultz ",1,434,16112843.0,0
"Nolan, DuBuque and Schultz Pharm",732,178,3343612.0,1
"Nolan, DuBuque and Schultz Pharmacy",1,396,18873464.0,0
Okuneva-Corkery ,732,192,2095542.0,1
Okuneva-Corkery Pharm,1,392,21323000.0,0
Okuneva-Corkery Pharma Plc,1,371,16840527.0,0
Ondricka Ltd ,1,369,16207564.0,0
Ondricka Ltd Pharmaceutical Ltd,1,345,12670917.0,0
Ondricka Ltd Pharmacy,732,187,4578864.0,1
"Ondricka, Rosenbaum and Beahan ",732,233,4642387.0,1
"Ondricka, Rosenbaum and Beahan Pharm",1,356,17649861.46154,0
Ondricka-Waters Pharmaceutical Limited,1,388,11726828.0,0
Ondricka-Waters Pharmaceutical Ltd,1,388,19729526.0,0
Osinski-Botsford Pharm,1,389,17335979.0,0
Osinski-Botsford Pharmacy,1,371,16144534.0,0
Osinski-Collins ,1,375,28011167.0,0
Osinski-Collins Pharma Plc,1,356,16098974.0,0
Osinski-Collins Pharmaceutical Ltd,732,212,3884234.8,1
Parisian Ltd Pharm,732,204,3381766.0,1
Parisian Ltd Pharma Plc,1,407,15635527.0,0
Parisian Ltd Pharmacy,1,378,14442606.0,0
"Parisian, Hagenes and Skiles Pharm",1,372,21430428.0,0
"Parisian, Hagenes and Skiles Pharma Plc",732,208,2946576.0,1
"Parisian, Hagenes and Skiles Pharmacy",1,350,13925511.0,0
"Parker, Green and Emmerich Pharma Plc",1,398,64890501.0,0
"Parker, Green and Emmerich Pharmacy",1,369,29336133.0,0
Paucek PLC ,1,364,16824928.0,0
Paucek PLC Pharm,1,396,15993869.0,0
"Paucek, Keeling and Bruen Pharm",732,190,2835262.0,1
"Paucek, Keeling and Bruen Pharma Plc",1,395,18632011.0,0
"Paucek, Keeling and Bruen Pharmaceutical Limited",1,393,16291044.0,0
Pfannerstill Group ,1,406,18414251.0,0
Pfannerstill Group Pharmaceutical Limited,1,390,16547668.0,0
Pfannerstill Group Pharmaceutical Ltd,732,180,2627854.0,1
"Pfannerstill, Upton and Balistreri Pharm",1,416,12344160.0,0
"Pfannerstill, Upton and Balistreri Pharmacy",1,360,17983292.0,0
Pfeffer-Hodkiewicz ,1,387,16313574.0,0
Pfeffer-Hodkiewicz Pharm,1,376,15917456.0,0
Pfeffer-Hodkiewicz Pharmaceutical Ltd,732,211,1679772.0,1
Pfeffer-Kirlin Pharmaceutical Limited,1,409,19226447.57143,0
Pfeffer-Kirlin Pharmacy,1,386,16240979.0,0
Powlowski-Buckridge ,1,380,21966431.0,0
Powlowski-Buckridge Pharma Plc,732,205,4039277.0,1
Powlowski-Buckridge Pharmacy,1,391,25692654.0,0
Predovic LLC Pharmaceutical Limited,1,410,35118268.0,0
Predovic LLC Pharmaceutical Ltd,1,376,18361211.0,0
"Prohaska, Bogisich and Gutkowski Pharm",1,405,19023462.0,0
"Prohaska, Bogisich and Gutkowski Pharmaceutical Limited",1,387,37037760.0,0
Prohaska-Kuhic Pharma Plc,1,396,17250473.0,0
Prohaska-Kuhic Pharmaceutical Limited,1,376,15249768.0,0
Prohaska-Kuhic Pharmacy,732,192,3101884.0,1
Purdy Ltd ,1,397,13411245.0,0
Purdy Ltd Pharm,1,366,20906037.0,0
Purdy Ltd Pharmaceutical Limited,732,190,5462556.0,1
Quigley-Heathcote Pharm,1,358,21522816.0,0
Quigley-Heathcote Pharmaceutical Ltd,1,365,28708135.0,0
Raynor LLC Pharm,1,378,21622957.0,0
Raynor LLC Pharmaceutical Limited,1,362,26220594.0,0
Raynor-Graham ,1,392,40464749.0,0
Raynor-Graham Pharma Plc,1,373,19343253.0,0
Raynor-Graham Pharmaceutical Limited,732,226,2624693.0,1
Reichel Inc ,1,358,43495626.0,0
Reichel Inc Pharm,1,382,15055189.0,0
Reilly Ltd ,732,186,3627565.0,1
Reilly Ltd Pharma Plc,1,420,21219227.30669,0
Reilly Ltd Pharmacy,1,425,34834844.0,0
Reinger Group Pharma Plc,1,359,17164814.0,0
Reinger Group Pharmaceutical Limited,1,385,18358327.0,0
"Reinger, Kihn and Goyette Pharma Plc",1,408,19778627.0,0
"Reinger, Kihn and Goyette Pharmaceutical Limited",1,341,22515286.0,0
"Reynolds, Jast and Mante ",1,410,21740500.0,0
"Reynolds, Jast and Mante Pharm",1,393,20640886.0,0
"Reynolds, Jast and Mante Pharma Plc",732,182,2595109.0,1
Ritchie-Rodriguez Pharm,732,210,4467582.0,1
Ritchie-Rodriguez Pharmacy,1,397,17239990.0,0
"Rodriguez, Stokes and Dickens ",1,371,20541665.0,0
"Rodriguez, Stokes and Dickens Pharma Plc",1,402,23460867.0,0
Rogahn-Klein Pharm,1,376,13172559.0,0
Rogahn-Klein Pharma Plc,1,422,23135473.0,0
Rogahn-Klein Pharmacy,732,216,2311818.0,1
Rohan Inc ,732,208,3926971.0,1
Rohan Inc Pharm,1,370,19951746.0,0
Rohan Inc Pharmaceutical Limited,1,390,22613614.0,0
Rohan PLC Pharmaceutical Limited,732,194,2521239.0,1
Rohan PLC Pharmacy,1,378,13978216.0,0
Rohan and Sons Pharma Plc,1,409,21305652.0,0
Rohan and Sons Pharmaceutical Limited,1,378,11842430.0,0
"Romaguera, Moen and Hagenes Pharm",1,401,21255149.0,0
"Romaguera, Moen and Hagenes Pharmaceutical Limited",732,188,3111337.0,1
"Romaguera, Moen and Hagenes Pharmacy",1,420,42066659.9681,0
Romaguera-Fay Pharmaceutical Limited,732,199,3329758.0,1
Romaguera-Fay Pharmaceutical Ltd,1,354,21247656.0,0
Roob PLC ,732,189,4390668.0,1
Roob PLC Pharm,1,415,20926781.0,0
Roob PLC Pharmaceutical Limited,1,393,22007985.0,0
"Roob, Ernser and Kub Pharmaceutical Limited",732,191,4206718.0,1
"Roob, Ernser and Kub Pharmaceutical Ltd",1,355,10990529.0,0
"Roob, Ernser and Kub Pharmacy",1,405,17692456.0,0
"Rosenbaum, Klein and Herzog ",732,195,2864547.0,1
"Rosenbaum, Klein and Herzog Pharma Plc",1,376,15130196.0,0
"Rosenbaum, Klein and Herzog Pharmaceutical Ltd",1,378,14918650.0,0
Rosenbaum-Tromp Pharm,1,376,14675189.0,0
Rosenbaum-Tromp Pharmacy,1,367,26339532.0,0
Rowe PLC ,1,410,15353117.0,0
Rowe PLC Pharm,1,373,21546337.0,0
Rowe PLC Pharmaceutical Ltd,732,204,2271736.0,1
"Runolfsson, Swaniawski and Jaskolski Pharmaceutical Limited",1,387,36479210.0,0
"Runolfsson, Swaniawski and Jaskolski Pharmacy",732,216,3043450.0,1
Runolfsson-Halvorson Pharm,1,407,31642569.0,0
Runolfsson-Halvorson Pharmacy,1,399,17223509.0,0
Runolfsson-Powlowski Pharmaceutical Limited,1,380,14949597.0,0
Runolfsson-Powlowski Pharmacy,1,391,30369421.0,0
Runte-Marquardt Pharm,1,382,17661974.0,0
Runte-Marquardt Pharmaceutical Ltd,732,201,3158566.0,1
Runte-Marquardt Pharmacy,1,361,21319134.0,0
Rutherford and Sons ,732,209,4480098.0,1
Rutherford and Sons Pharm,1,411,28046966.0,0
Rutherford and Sons Pharmaceutical Ltd,1,401,19824807.0,0
"Sanford, Franecki and Greenholt ",732,223,3070886.0,1
"Sanford, Franecki and Greenholt Pharma Plc",1,374,19908055.0,0
"Sanford, Franecki and Greenholt Pharmaceutical Ltd",1,400,20610430.0,0
Sauer and Sons ,1,372,13536070.0,0
Sauer and Sons Pharmaceutical Limited,732,208,2973298.0,1
Sauer and Sons Pharmacy,1,335,15935851.0,0
Sauer-Herzog Pharmaceutical Limited,1,370,23371565.0,0
Sauer-Herzog Pharmacy,1,388,16994328.0,0
Schaden-Hirthe ,1,354,12523819.0,0
Schaden-Hirthe Pharmaceutical Ltd,732,205,3352381.0,1
Schaefer Group ,1,373,23902163.2,0
Schaefer Group Pharmaceutical Limited,732,209,2989447.0,1
Schaefer Group Pharmaceutical Ltd,1,349,14974616.0,0
Schaefer LLC Pharma Plc,1,360,14407122.0,0
Schaefer LLC Pharmacy,732,189,2620098.0,1
Schaefer-Rolfson ,732,162,2631811.0,1
Schaefer-Rolfson Pharma Plc,1,389,15895407.0,0
Schaefer-Rolfson Pharmacy,1,414,25752521.0,0
Schimmel-Waelchi Pharma Plc,1,382,17911176.0,0
Schimmel-Waelchi Pharmaceutical Limited,1,422,18476676.0,0
Schimmel-Waelchi Pharmaceutical Ltd,732,210,2377130.0,1
"Schinner, Gaylord and Treutel Pharmaceutical Limited",1,354,11028227.0,0
"Schinner, Gaylord and Treutel Pharmaceutical Ltd",732,207,2690295.0,1
"Schinner, Gaylord and Treutel Pharmacy",1,380,12306464.0,0
Schmitt LLC Pharm,732,217,3341084.0,1
Schmitt LLC Pharma Plc,1,395,18286334.0,0
"Schmitt, Berge and Haley Pharma Plc",732,193,2384835.0,1
"Schmitt, Berge and Haley Pharmaceutical Ltd",1,386,19608106.0,0
"Schowalter, Runolfsson and VonRueden Pharmaceutical Limited",1,397,31069500.0,0
"Schowalter, Runolfsson and VonRueden Pharmaceutical Ltd",732,220,4480859.0,1
Schulist LLC Pharmaceutical Limited,1,372,21735153.778894,0
Schulist-Zulauf ,1,410,28393501.0,0
Schulist-Zulauf Pharm,732,195,2726406.0,1
Schulist-Zulauf Pharmaceutical Ltd,1,395,17355962.0,0
Schuppe Inc ,1,386,18530700.0,0
Schuppe Inc Pharm,1,397,25768671.0,0
Senger-Kirlin Pharma Plc,1,360,18104944.0,0
Senger-Kirlin Pharmaceutical Ltd,1,389,33714954.0,0
Senger-Kirlin Pharmacy,732,211,2918224.0,1
Sipes and Sons Pharma Plc,1,359,16316094.0,0
Sipes and Sons Pharmaceutical Limited,1,375,14964183.0,0
Skiles-McKenzie Pharmaceutical Limited,1,349,26418367.0,0
Skiles-McKenzie Pharmacy,1,408,18389344.0,0
Smith Inc Pharm,1,338,13889587.0,0
Smith Inc Pharmacy,1,403,30887275.0,0
Spencer-Jerde Pharmaceutical Limited,1,426,19269849.0,0
Spencer-Jerde Pharmacy,732,210,3830684.0,1
"Spinka, Schowalter and Conn ",1,440,21604758.0,0
"Spinka, Schowalter and Conn Pharma Plc",1,393,28704816.0,0
"Spinka, Schowalter and Conn Pharmaceutical Limited",732,193,3752993.0,1
Stanton-Cole ,732,181,3577304.0,1
Stanton-Cole Pharma Plc,1,389,16630149.0,0
Stanton-Cole Pharmacy,1,396,19043192.0,0
Stehr-Champlin Pharmaceutical Limited,732,220,2413607.0,1
Stehr-Champlin Pharmacy,1,377,37465602.0,0
Steuber Ltd Pharm,1,380,16006057.0,0
Steuber Ltd Pharmaceutical Limited,1,367,17510886.0,0
Steuber Ltd Pharmacy,732,193,2676869.0,1
"Steuber, Hills and Botsford ",1,404,22559996.0,0
"Steuber, Hills and Botsford Pharma Plc",1,361,17795955.0,0
"Steuber, Skiles and Kilback Pharma Plc",732,209,4178267.0,1
"Steuber, Skiles and Kilback Pharmaceutical Limited",1,377,20126180.0,0
"Steuber, Skiles and Kilback Pharmacy",1,401,21141286.0,0
Streich PLC ,1,362,44454616.0,0
Streich PLC Pharm,1,361,25646105.0,0
Streich PLC Pharmaceutical Limited,732,214,5287741.0,1
Terry-Kub Pharma Plc,1,395,17495713.0,0
Terry-Kub Pharmaceutical Ltd,1,400,18492869.0,0
Tillman Group Pharma Plc,1,376,22217841.0,0
Tillman Group Pharmaceutical Limited,1,381,12103140.0,0
Torp-Fisher ,1,351,24617043.0,0
Torp-Fisher Pharma Plc,732,221,4160580.0,1
"Torphy, Pfeffer and Jakubowski Pharm",1,385,41514215.0,0
"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",1,405,13807772.0,0
"Towne, Cummerata and Blanda Pharm",732,177,4477560.0,1
"Towne, Cummerata and Blanda Pharmaceutical Limited",1,380,15651019.0,0
"Towne, Cummerata and Blanda Pharmaceutical Ltd",1,371,20408392.0,0
Trantow LLC Pharm,1,423,14220908.0,0
Trantow LLC Pharma Plc,732,183,3768587.0,1
Trantow LLC Pharmacy,1,388,24450589.0,0
Turner Ltd ,1,382,18452148.0,0
Turner Ltd Pharmacy,1,376,22473558.0,0
Upton PLC Pharma Plc,1,408,15306351.0,0
Upton PLC Pharmaceutical Limited,1,352,15827332.0,0
"Upton, Abernathy and Goodwin Pharm",1,407,16472204.0,0
"Upton, Abernathy and Goodwin Pharmaceutical Limited",1,368,12302834.0,0
"Upton, Abernathy and Goodwin Pharmaceutical Ltd",732,217,2971636.0,1
Vandervort LLC Pharm,1,387,14647896.0,0
Vandervort LLC Pharma Plc,732,212,4184133.0,1
Vandervort LLC Pharmaceutical Ltd,1,369,20964778.0,0
Veum and Sons Pharmaceutical Limited,1,395,26826785.0,0
Veum and Sons Pharmaceutical Ltd,1,406,26177593.0,0
Veum-Kerluke Pharma Plc,1,391,15752854.0,0
Veum-Kerluke Pharmacy,732,186,2832805.0,1
VonRueden-Adams Pharm,1,405,18137914.0,0
VonRueden-Adams Pharmaceutical Limited,1,396,14591022.0,0
Waelchi LLC Pharm,1,384,14555977.0,0
Waelchi LLC Pharmaceutical Limited,1,378,18456035.81377,0
Waelchi LLC Pharmacy,732,203,3168766.0,1
Walsh-Brown Pharma Plc,1,394,15306204.0,0
Walsh-Brown Pharmaceutical Ltd,1,369,21140465.658291,0
Walsh-Brown Pharmacy,732,198,4516298.0,1
Walter Ltd ,732,191,2232664.0,1
Walter Ltd Pharmaceutical Limited,1,358,13129692.52764,0
Ward Group Pharm,1,380,13188028.0,0
Ward Group Pharma Plc,1,399,20697185.0,0
Ward Group Pharmaceutical Limited,732,186,4787357.0,1
"Watsica, Larson and Labadie Pharma Plc",1,371,17505127.0,0
"Watsica, Larson and Labadie Pharmaceutical Ltd",1,402,30633647.0,0
Watsica-Kovacek Pharmaceutical Ltd,1,371,21523843.0,0
Watsica-Kovacek Pharmacy,1,390,21508807.0,0
Weber Ltd Pharmaceutical Ltd,1,436,16649251.0,0
Weber Ltd Pharmacy,1,370,13939423.0,0
Wehner-Stehr ,1,393,33097541.0,0
Wehner-Stehr Pharm,1,387,13605696.0,0
Welch-Langworth ,732,198,2674619.0,1
Welch-Langworth Pharm,1,391,13016333.0,0
Welch-Orn ,732,189,4375067.0,1
Welch-Orn Pharm,1,419,17144623.0,0
Welch-Orn Pharmacy,1,402,13905998.0,0
West Group Pharm,1,368,14837356.0,0
West Group Pharma Plc,1,407,13001329.0,0
West Group Pharmacy,732,191,2260025.0,1
White Inc Pharm,1,401,20542811.0,0
White Inc Pharmacy,1,389,14110472.0,0
"Wiegand, Jast and Yost ",1,390,15396422.0,0
"Wiegand, Jast and Yost Pharma Plc",732,164,1796446.0,1
"Wiegand, Jast and Yost Pharmaceutical Ltd",1,392,33075207.0,0
Will and Sons Pharma Plc,732,200,2547983.0,1
Will and Sons Pharmaceutical Limited,732,191,3773857.0,1
Will and Sons Pharmacy,1,386,21770674.0,0
"Will, McGlynn and Fritsch Pharmaceutical Limited",1,400,15624628.0,0
"Will, McGlynn and Fritsch Pharmaceutical Ltd",1,367,14912794.0,0
"Wintheiser, Breitenberg and Gottlieb ",1,383,16754942.0,0
"Wintheiser, Breitenberg and Gottlieb Pharma Plc",1,397,19647009.0,0
"Wintheiser, Breitenberg and Gottlieb Pharmaceutical Limited",732,191,4176930.0,1
"Wisozk, Brekke and Bartoletti ",1,386,14805318.0,0
"Wisozk, Brekke and Bartoletti Pharmacy",1,408,18179497.0,0
Wolff Group ,1,402,14111671.0,0
Wolff Group Pharm,732,202,2712648.0,1
Wolff Group Pharmaceutical Ltd,1,391,14092909.0,0
"Wuckert, Kreiger and Howell ",1,409,17876232.0,0
"Wuckert, Kreiger and Howell Pharma Plc",1,409,25290286.0,0
"Wunsch, Mills and Walter ",732,206,2757470.0,1
"Wunsch, Mills and Walter Pharm",1,384,21947346.0,0
"Wunsch, Mills and Walter Pharmaceutical Limited",1,374,23000519.0,0
"Yundt, Leuschke and Ward ",1,408,16091963.0,0
"Yundt, Leuschke and Ward Pharma Plc",1,350,18451676.0,0
"Yundt, Leuschke and Ward Pharmaceutical Ltd",732,202,3029636.0,1
Yundt-Crona Pharm,1,420,22630547.0,0
Yundt-Crona Pharmaceutical Ltd,732,210,2667767.0,1
Zemlak Group Pharm,1,372,30580526.0,0
Zemlak Group Pharmaceutical Limited,732,222,2228898.0,1
Zemlak Group Pharmacy,1,402,12872896.110553,0
Zemlak-Witting ,1,386,56006680.0,0
Zemlak-Witting Pharmaceutical Limited,1,369,11948953.0,0
Zemlak-Witting Pharmacy,732,213,3125023.0,1
"Zieme, Doyle and Kunze ",732,196,2726368.0,1
"Zieme, Doyle and Kunze Pharm",1,370,25305007.0,0
"Zieme, Doyle and Kunze Pharmacy",1,368,14150953.0,0
